mode,source,design_method,window,cutoff_hz,beta,tap_index,coefficient
1K,firmware_current_coeffs,kaiser,kaiser,520,3,159,0.000795427507504349
1K,firmware_current_coeffs,kaiser,kaiser,520,3,160,0.000787000789989346
1K,firmware_current_coeffs,kaiser,kaiser,520,3,161,0.000777513697843342
1K,firmware_current_coeffs,kaiser,kaiser,520,3,162,0.000766958952124337
1K,firmware_current_coeffs,kaiser,kaiser,520,3,163,0.000755330387255332
1K,firmware_current_coeffs,kaiser,kaiser,520,3,164,0.000742622974978326
1K,firmware_current_coeffs,kaiser,kaiser,520,3,165,0.00072883284734332
1K,firmware_current_coeffs,kaiser,kaiser,520,3,166,0.000713957318712314
1K,firmware_current_coeffs,kaiser,kaiser,520,3,167,0.000697994906730307
1K,firmware_current_coeffs,kaiser,kaiser,520,3,168,0.000680945352233299
1K,firmware_current_coeffs,kaiser,kaiser,520,3,169,0.000662809638059291
1K,firmware_current_coeffs,kaiser,kaiser,520,3,170,0.000643590006723283
1K,firmware_current_coeffs,kaiser,kaiser,520,3,171,0.000623289976933274
1K,firmware_current_coeffs,kaiser,kaiser,520,3,172,0.000601914358914265
1K,firmware_current_coeffs,kaiser,kaiser,520,3,173,0.000579469268494255
1K,firmware_current_coeffs,kaiser,kaiser,520,3,174,0.000555962139954244
1K,firmware_current_coeffs,kaiser,kaiser,520,3,175,0.000531401737579234
1K,firmware_current_coeffs,kaiser,kaiser,520,3,176,0.000505798165917222
1K,firmware_current_coeffs,kaiser,kaiser,520,3,177,0.000479162878685211
1K,firmware_current_coeffs,kaiser,kaiser,520,3,178,0.000451508686337198
1K,firmware_current_coeffs,kaiser,kaiser,520,3,179,0.000422849762238186
1K,firmware_current_coeffs,kaiser,kaiser,520,3,180,0.000393201647437173
1K,firmware_current_coeffs,kaiser,kaiser,520,3,181,0.000362581254024159
1K,firmware_current_coeffs,kaiser,kaiser,520,3,182,0.000331006867042145
1K,firmware_current_coeffs,kaiser,kaiser,520,3,183,0.000298498144938131
1K,firmware_current_coeffs,kaiser,kaiser,520,3,184,0.000265076118547117
1K,firmware_current_coeffs,kaiser,kaiser,520,3,185,0.000230763188583101
1K,firmware_current_coeffs,kaiser,kaiser,520,3,186,0.000195583121631086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,187,0.00015956104462907
1K,firmware_current_coeffs,kaiser,kaiser,520,3,188,0.000122723437827054
1K,firmware_current_coeffs,kaiser,kaiser,520,3,189,8.50981262186374e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,190,4.67142694383205e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,191,7.60235011849334e-06
1K,firmware_current_coeffs,kaiser,kaiser,520,3,192,-3.22058392946142e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,193,-7.26772112681319e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,194,-0.00011377739945205
1K,firmware_current_coeffs,kaiser,kaiser,520,3,195,-0.000155470776490068
1K,firmware_current_coeffs,kaiser,kaiser,520,3,196,-0.000197720473361087
1K,firmware_current_coeffs,kaiser,kaiser,520,3,197,-0.000240488400259106
1K,firmware_current_coeffs,kaiser,kaiser,520,3,198,-0.000283735268986125
1K,firmware_current_coeffs,kaiser,kaiser,520,3,199,-0.000327420616867144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,200,-0.000371502832156163
1K,firmware_current_coeffs,kaiser,kaiser,520,3,201,-0.000415939180942183
1K,firmware_current_coeffs,kaiser,kaiser,520,3,202,-0.000460685835519202
1K,firmware_current_coeffs,kaiser,kaiser,520,3,203,-0.000505697904224222
1K,firmware_current_coeffs,kaiser,kaiser,520,3,204,-0.000550929462703242
1K,firmware_current_coeffs,kaiser,kaiser,520,3,205,-0.000596333586606262
1K,firmware_current_coeffs,kaiser,kaiser,520,3,206,-0.000641862385674282
1K,firmware_current_coeffs,kaiser,kaiser,520,3,207,-0.000687467039204302
1K,firmware_current_coeffs,kaiser,kaiser,520,3,208,-0.000733097832863322
1K,firmware_current_coeffs,kaiser,kaiser,520,3,209,-0.000778704196821342
1K,firmware_current_coeffs,kaiser,kaiser,520,3,210,-0.000824234745183362
1K,firmware_current_coeffs,kaiser,kaiser,520,3,211,-0.000869637316680382
1K,firmware_current_coeffs,kaiser,kaiser,520,3,212,-0.000914859016600402
1K,firmware_current_coeffs,kaiser,kaiser,520,3,213,-0.000959846259909422
1K,firmware_current_coeffs,kaiser,kaiser,520,3,214,-0.00100454481554044
1K,firmware_current_coeffs,kaiser,kaiser,520,3,215,-0.00104889985182046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,216,-0.00109285598295048
1K,firmware_current_coeffs,kaiser,kaiser,520,3,217,-0.0011363573166005
1K,firmware_current_coeffs,kaiser,kaiser,520,3,218,-0.00117934750243052
1K,firmware_current_coeffs,kaiser,kaiser,520,3,219,-0.00122176978169054
1K,firmware_current_coeffs,kaiser,kaiser,520,3,220,-0.00126356703758056
1K,firmware_current_coeffs,kaiser,kaiser,520,3,221,-0.00130468184669057
1K,firmware_current_coeffs,kaiser,kaiser,520,3,222,-0.00134505653107059
1K,firmware_current_coeffs,kaiser,kaiser,520,3,223,-0.00138463321125061
1K,firmware_current_coeffs,kaiser,kaiser,520,3,224,-0.00142335385990063
1K,firmware_current_coeffs,kaiser,kaiser,520,3,225,-0.00146116035619064
1K,firmware_current_coeffs,kaiser,kaiser,520,3,226,-0.00149799454083066
1K,firmware_current_coeffs,kaiser,kaiser,520,3,227,-0.00153379827161067
1K,firmware_current_coeffs,kaiser,kaiser,520,3,228,-0.00156851347958069
1K,firmware_current_coeffs,kaiser,kaiser,520,3,229,-0.0016020822255707
1K,firmware_current_coeffs,kaiser,kaiser,520,3,230,-0.00163444675726072
1K,firmware_current_coeffs,kaiser,kaiser,520,3,231,-0.00166554956654073
1K,firmware_current_coeffs,kaiser,kaiser,520,3,232,-0.00169533344720074
1K,firmware_current_coeffs,kaiser,kaiser,520,3,233,-0.00172374155283076
1K,firmware_current_coeffs,kaiser,kaiser,520,3,234,-0.00175071745500077
1K,firmware_current_coeffs,kaiser,kaiser,520,3,235,-0.00177620520150078
1K,firmware_current_coeffs,kaiser,kaiser,520,3,236,-0.00180014937465079
1K,firmware_current_coeffs,kaiser,kaiser,520,3,237,-0.0018224951497008
1K,firmware_current_coeffs,kaiser,kaiser,520,3,238,-0.00184318835309081
1K,firmware_current_coeffs,kaiser,kaiser,520,3,239,-0.00186217552067082
1K,firmware_current_coeffs,kaiser,kaiser,520,3,240,-0.00187940395574083
1K,firmware_current_coeffs,kaiser,kaiser,520,3,241,-0.00189482178684083
1K,firmware_current_coeffs,kaiser,kaiser,520,3,242,-0.00190837802527084
1K,firmware_current_coeffs,kaiser,kaiser,520,3,243,-0.00192002262227084
1K,firmware_current_coeffs,kaiser,kaiser,520,3,244,-0.00192970652575085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,245,-0.00193738173659085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,246,-0.00194300136441085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,247,-0.00194651968266086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,248,-0.00194789218319086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,249,-0.00194707563001086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,250,-0.00194402811226085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,251,-0.00193870909646085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,252,-0.00193107947769085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,253,-0.00192110163002084
1K,firmware_current_coeffs,kaiser,kaiser,520,3,254,-0.00190873945573084
1K,firmware_current_coeffs,kaiser,kaiser,520,3,255,-0.00189395843363083
1K,firmware_current_coeffs,kaiser,kaiser,520,3,256,-0.00187672566613082
1K,firmware_current_coeffs,kaiser,kaiser,520,3,257,-0.00185700992522082
1K,firmware_current_coeffs,kaiser,kaiser,520,3,258,-0.00183478169714081
1K,firmware_current_coeffs,kaiser,kaiser,520,3,259,-0.0018100132258508
1K,firmware_current_coeffs,kaiser,kaiser,520,3,260,-0.00178267855507078
1K,firmware_current_coeffs,kaiser,kaiser,520,3,261,-0.00175275356896077
1K,firmware_current_coeffs,kaiser,kaiser,520,3,262,-0.00172021603141076
1K,firmware_current_coeffs,kaiser,kaiser,520,3,263,-0.00168504562377074
1K,firmware_current_coeffs,kaiser,kaiser,520,3,264,-0.00164722398103072
1K,firmware_current_coeffs,kaiser,kaiser,520,3,265,-0.00160673472653071
1K,firmware_current_coeffs,kaiser,kaiser,520,3,266,-0.00156356350488069
1K,firmware_current_coeffs,kaiser,kaiser,520,3,267,-0.00151769801332067
1K,firmware_current_coeffs,kaiser,kaiser,520,3,268,-0.00146912803133065
1K,firmware_current_coeffs,kaiser,kaiser,520,3,269,-0.00141784544849062
1K,firmware_current_coeffs,kaiser,kaiser,520,3,270,-0.0013638442904906
1K,firmware_current_coeffs,kaiser,kaiser,520,3,271,-0.00130712074343057
1K,firmware_current_coeffs,kaiser,kaiser,520,3,272,-0.00124767317608055
1K,firmware_current_coeffs,kaiser,kaiser,520,3,273,-0.00118550216044052
1K,firmware_current_coeffs,kaiser,kaiser,520,3,274,-0.00112061049015049
1K,firmware_current_coeffs,kaiser,kaiser,520,3,275,-0.00105300319715046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,276,-0.000982687566141432
1K,firmware_current_coeffs,kaiser,kaiser,520,3,277,-0.0009096731472204
1K,firmware_current_coeffs,kaiser,kaiser,520,3,278,-0.000833971766325366
1K,firmware_current_coeffs,kaiser,kaiser,520,3,279,-0.000755597533690332
1K,firmware_current_coeffs,kaiser,kaiser,520,3,280,-0.000674566850200296
1K,firmware_current_coeffs,kaiser,kaiser,520,3,281,-0.00059089841163126
1K,firmware_current_coeffs,kaiser,kaiser,520,3,282,-0.000504613210784222
1K,firmware_current_coeffs,kaiser,kaiser,520,3,283,-0.000415734537479183
1K,firmware_current_coeffs,kaiser,kaiser,520,3,284,-0.000324287976406142
1K,firmware_current_coeffs,kaiser,kaiser,520,3,285,-0.000230301402819101
1K,firmware_current_coeffs,kaiser,kaiser,520,3,286,-0.000133804976068059
1K,firmware_current_coeffs,kaiser,kaiser,520,3,287,-3.48311309665153e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,288,6.65854330151293e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,289,0.000170407764727075
1K,firmware_current_coeffs,kaiser,kaiser,520,3,290,0.000276596676487122
1K,firmware_current_coeffs,kaiser,kaiser,520,3,291,0.000385110761392169
1K,firmware_current_coeffs,kaiser,kaiser,520,3,292,0.000495906412794218
1K,firmware_current_coeffs,kaiser,kaiser,520,3,293,0.000608937845926268
1K,firmware_current_coeffs,kaiser,kaiser,520,3,294,0.000724157121669318
1K,firmware_current_coeffs,kaiser,kaiser,520,3,295,0.00084151417244737
1K,firmware_current_coeffs,kaiser,kaiser,520,3,296,0.000960956830243422
1K,firmware_current_coeffs,kaiser,kaiser,520,3,297,0.00108243085670048
1K,firmware_current_coeffs,kaiser,kaiser,520,3,298,0.00120587997533053
1K,firmware_current_coeffs,kaiser,kaiser,520,3,299,0.00133124590570059
1K,firmware_current_coeffs,kaiser,kaiser,520,3,300,0.00145846839978064
1K,firmware_current_coeffs,kaiser,kaiser,520,3,301,0.0015874852801807
1K,firmware_current_coeffs,kaiser,kaiser,520,3,302,0.00171823248038076
1K,firmware_current_coeffs,kaiser,kaiser,520,3,303,0.00185064408702081
1K,firmware_current_coeffs,kaiser,kaiser,520,3,304,0.00198465238393087
1K,firmware_current_coeffs,kaiser,kaiser,520,3,305,0.00212018789821093
1K,firmware_current_coeffs,kaiser,kaiser,520,3,306,0.00225717944800099
1K,firmware_current_coeffs,kaiser,kaiser,520,3,307,0.00239555419221105
1K,firmware_current_coeffs,kaiser,kaiser,520,3,308,0.00253523768185111
1K,firmware_current_coeffs,kaiser,kaiser,520,3,309,0.00267615391327118
1K,firmware_current_coeffs,kaiser,kaiser,520,3,310,0.00281822538288124
1K,firmware_current_coeffs,kaiser,kaiser,520,3,311,0.0029613731436713
1K,firmware_current_coeffs,kaiser,kaiser,520,3,312,0.00310551686319136
1K,firmware_current_coeffs,kaiser,kaiser,520,3,313,0.00325057488315143
1K,firmware_current_coeffs,kaiser,kaiser,520,3,314,0.00339646428047149
1K,firmware_current_coeffs,kaiser,kaiser,520,3,315,0.00354310092972156
1K,firmware_current_coeffs,kaiser,kaiser,520,3,316,0.00369039956701162
1K,firmware_current_coeffs,kaiser,kaiser,520,3,317,0.00383827385513169
1K,firmware_current_coeffs,kaiser,kaiser,520,3,318,0.00398663645000175
1K,firmware_current_coeffs,kaiser,kaiser,520,3,319,0.00413539906825182
1K,firmware_current_coeffs,kaiser,kaiser,520,3,320,0.00428447255604188
1K,firmware_current_coeffs,kaiser,kaiser,520,3,321,0.00443376695886195
1K,firmware_current_coeffs,kaiser,kaiser,520,3,322,0.00458319159238201
1K,firmware_current_coeffs,kaiser,kaiser,520,3,323,0.00473265511428208
1K,firmware_current_coeffs,kaiser,kaiser,520,3,324,0.00488206559691215
1K,firmware_current_coeffs,kaiser,kaiser,520,3,325,0.00503133060076221
1K,firmware_current_coeffs,kaiser,kaiser,520,3,326,0.00518035724874228
1K,firmware_current_coeffs,kaiser,kaiser,520,3,327,0.00532905230108234
1K,firmware_current_coeffs,kaiser,kaiser,520,3,328,0.00547732223087241
1K,firmware_current_coeffs,kaiser,kaiser,520,3,329,0.00562507330008247
1K,firmware_current_coeffs,kaiser,kaiser,520,3,330,0.00577221163614254
1K,firmware_current_coeffs,kaiser,kaiser,520,3,331,0.0059186433088126
1K,firmware_current_coeffs,kaiser,kaiser,520,3,332,0.00606427440747266
1K,firmware_current_coeffs,kaiser,kaiser,520,3,333,0.00620901111855273
1K,firmware_current_coeffs,kaiser,kaiser,520,3,334,0.00635275980324279
1K,firmware_current_coeffs,kaiser,kaiser,520,3,335,0.00649542707520285
1K,firmware_current_coeffs,kaiser,kaiser,520,3,336,0.00663691987841292
1K,firmware_current_coeffs,kaiser,kaiser,520,3,337,0.00677714556484298
1K,firmware_current_coeffs,kaiser,kaiser,520,3,338,0.00691601197207304
1K,firmware_current_coeffs,kaiser,kaiser,520,3,339,0.0070534275007431
1K,firmware_current_coeffs,kaiser,kaiser,520,3,340,0.00718930119165316
1K,firmware_current_coeffs,kaiser,kaiser,520,3,341,0.00732354280256322
1K,firmware_current_coeffs,kaiser,kaiser,520,3,342,0.00745606288456328
1K,firmware_current_coeffs,kaiser,kaiser,520,3,343,0.00758677285793333
1K,firmware_current_coeffs,kaiser,kaiser,520,3,344,0.00771558508746339
1K,firmware_current_coeffs,kaiser,kaiser,520,3,345,0.00784241295708345
1K,firmware_current_coeffs,kaiser,kaiser,520,3,346,0.0079671709438235
1K,firmware_current_coeffs,kaiser,kaiser,520,3,347,0.00808977469096355
1K,firmware_current_coeffs,kaiser,kaiser,520,3,348,0.00821014108031361
1K,firmware_current_coeffs,kaiser,kaiser,520,3,349,0.00832818830357366
1K,firmware_current_coeffs,kaiser,kaiser,520,3,350,0.00844383593271371
1K,firmware_current_coeffs,kaiser,kaiser,520,3,351,0.00855700498924376
1K,firmware_current_coeffs,kaiser,kaiser,520,3,352,0.00866761801239381
1K,firmware_current_coeffs,kaiser,kaiser,520,3,353,0.00877559912600386
1K,firmware_current_coeffs,kaiser,kaiser,520,3,354,0.0088808741042639
1K,firmware_current_coeffs,kaiser,kaiser,520,3,355,0.00898337043603395
1K,firmware_current_coeffs,kaiser,kaiser,520,3,356,0.00908301738774399
1K,firmware_current_coeffs,kaiser,kaiser,520,3,357,0.00917974606494404
1K,firmware_current_coeffs,kaiser,kaiser,520,3,358,0.00927348947220408
1K,firmware_current_coeffs,kaiser,kaiser,520,3,359,0.00936418257150412
1K,firmware_current_coeffs,kaiser,kaiser,520,3,360,0.00945176233898415
1K,firmware_current_coeffs,kaiser,kaiser,520,3,361,0.00953616781995419
1K,firmware_current_coeffs,kaiser,kaiser,520,3,362,0.00961734018223423
1K,firmware_current_coeffs,kaiser,kaiser,520,3,363,0.00969522276755426
1K,firmware_current_coeffs,kaiser,kaiser,520,3,364,0.00976976114126429
1K,firmware_current_coeffs,kaiser,kaiser,520,3,365,0.00984090314002433
1K,firmware_current_coeffs,kaiser,kaiser,520,3,366,0.00990859891756435
1K,firmware_current_coeffs,kaiser,kaiser,520,3,367,0.00997280098847438
1K,firmware_current_coeffs,kaiser,kaiser,520,3,368,0.0100334642699044
1K,firmware_current_coeffs,kaiser,kaiser,520,3,369,0.0100905461214044
1K,firmware_current_coeffs,kaiser,kaiser,520,3,370,0.0101440063821045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,371,0.0101938074063045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,372,0.0102399140966045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,373,0.0102822939350045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,374,0.0103209170114045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,375,0.0103557560498046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,376,0.0103867864330046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,377,0.0104139862235046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,378,0.0104373361838046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,379,0.0104568197926046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,380,0.0104724232600046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,381,0.0104841355392046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,382,0.0104919483367046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,383,0.0104958561193046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,384,0.0104958561193046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,385,0.0104919483367046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,386,0.0104841355392046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,387,0.0104724232600046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,388,0.0104568197926046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,389,0.0104373361838046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,390,0.0104139862235046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,391,0.0103867864330046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,392,0.0103557560498046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,393,0.0103209170114045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,394,0.0102822939350045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,395,0.0102399140966045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,396,0.0101938074063045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,397,0.0101440063821045
1K,firmware_current_coeffs,kaiser,kaiser,520,3,398,0.0100905461214044
1K,firmware_current_coeffs,kaiser,kaiser,520,3,399,0.0100334642699044
1K,firmware_current_coeffs,kaiser,kaiser,520,3,400,0.00997280098847438
1K,firmware_current_coeffs,kaiser,kaiser,520,3,401,0.00990859891756435
1K,firmware_current_coeffs,kaiser,kaiser,520,3,402,0.00984090314002433
1K,firmware_current_coeffs,kaiser,kaiser,520,3,403,0.00976976114126429
1K,firmware_current_coeffs,kaiser,kaiser,520,3,404,0.00969522276755426
1K,firmware_current_coeffs,kaiser,kaiser,520,3,405,0.00961734018223423
1K,firmware_current_coeffs,kaiser,kaiser,520,3,406,0.00953616781995419
1K,firmware_current_coeffs,kaiser,kaiser,520,3,407,0.00945176233898415
1K,firmware_current_coeffs,kaiser,kaiser,520,3,408,0.00936418257150412
1K,firmware_current_coeffs,kaiser,kaiser,520,3,409,0.00927348947220408
1K,firmware_current_coeffs,kaiser,kaiser,520,3,410,0.00917974606494404
1K,firmware_current_coeffs,kaiser,kaiser,520,3,411,0.00908301738774399
1K,firmware_current_coeffs,kaiser,kaiser,520,3,412,0.00898337043603395
1K,firmware_current_coeffs,kaiser,kaiser,520,3,413,0.0088808741042639
1K,firmware_current_coeffs,kaiser,kaiser,520,3,414,0.00877559912600386
1K,firmware_current_coeffs,kaiser,kaiser,520,3,415,0.00866761801239381
1K,firmware_current_coeffs,kaiser,kaiser,520,3,416,0.00855700498924376
1K,firmware_current_coeffs,kaiser,kaiser,520,3,417,0.00844383593271371
1K,firmware_current_coeffs,kaiser,kaiser,520,3,418,0.00832818830357366
1K,firmware_current_coeffs,kaiser,kaiser,520,3,419,0.00821014108031361
1K,firmware_current_coeffs,kaiser,kaiser,520,3,420,0.00808977469096355
1K,firmware_current_coeffs,kaiser,kaiser,520,3,421,0.0079671709438235
1K,firmware_current_coeffs,kaiser,kaiser,520,3,422,0.00784241295708345
1K,firmware_current_coeffs,kaiser,kaiser,520,3,423,0.00771558508746339
1K,firmware_current_coeffs,kaiser,kaiser,520,3,424,0.00758677285793333
1K,firmware_current_coeffs,kaiser,kaiser,520,3,425,0.00745606288456328
1K,firmware_current_coeffs,kaiser,kaiser,520,3,426,0.00732354280256322
1K,firmware_current_coeffs,kaiser,kaiser,520,3,427,0.00718930119165316
1K,firmware_current_coeffs,kaiser,kaiser,520,3,428,0.0070534275007431
1K,firmware_current_coeffs,kaiser,kaiser,520,3,429,0.00691601197207304
1K,firmware_current_coeffs,kaiser,kaiser,520,3,430,0.00677714556484298
1K,firmware_current_coeffs,kaiser,kaiser,520,3,431,0.00663691987841292
1K,firmware_current_coeffs,kaiser,kaiser,520,3,432,0.00649542707520285
1K,firmware_current_coeffs,kaiser,kaiser,520,3,433,0.00635275980324279
1K,firmware_current_coeffs,kaiser,kaiser,520,3,434,0.00620901111855273
1K,firmware_current_coeffs,kaiser,kaiser,520,3,435,0.00606427440747266
1K,firmware_current_coeffs,kaiser,kaiser,520,3,436,0.0059186433088126
1K,firmware_current_coeffs,kaiser,kaiser,520,3,437,0.00577221163614254
1K,firmware_current_coeffs,kaiser,kaiser,520,3,438,0.00562507330008247
1K,firmware_current_coeffs,kaiser,kaiser,520,3,439,0.00547732223087241
1K,firmware_current_coeffs,kaiser,kaiser,520,3,440,0.00532905230108234
1K,firmware_current_coeffs,kaiser,kaiser,520,3,441,0.00518035724874228
1K,firmware_current_coeffs,kaiser,kaiser,520,3,442,0.00503133060076221
1K,firmware_current_coeffs,kaiser,kaiser,520,3,443,0.00488206559691215
1K,firmware_current_coeffs,kaiser,kaiser,520,3,444,0.00473265511428208
1K,firmware_current_coeffs,kaiser,kaiser,520,3,445,0.00458319159238201
1K,firmware_current_coeffs,kaiser,kaiser,520,3,446,0.00443376695886195
1K,firmware_current_coeffs,kaiser,kaiser,520,3,447,0.00428447255604188
1K,firmware_current_coeffs,kaiser,kaiser,520,3,448,0.00413539906825182
1K,firmware_current_coeffs,kaiser,kaiser,520,3,449,0.00398663645000175
1K,firmware_current_coeffs,kaiser,kaiser,520,3,450,0.00383827385513169
1K,firmware_current_coeffs,kaiser,kaiser,520,3,451,0.00369039956701162
1K,firmware_current_coeffs,kaiser,kaiser,520,3,452,0.00354310092972156
1K,firmware_current_coeffs,kaiser,kaiser,520,3,453,0.00339646428047149
1K,firmware_current_coeffs,kaiser,kaiser,520,3,454,0.00325057488315143
1K,firmware_current_coeffs,kaiser,kaiser,520,3,455,0.00310551686319136
1K,firmware_current_coeffs,kaiser,kaiser,520,3,456,0.0029613731436713
1K,firmware_current_coeffs,kaiser,kaiser,520,3,457,0.00281822538288124
1K,firmware_current_coeffs,kaiser,kaiser,520,3,458,0.00267615391327118
1K,firmware_current_coeffs,kaiser,kaiser,520,3,459,0.00253523768185111
1K,firmware_current_coeffs,kaiser,kaiser,520,3,460,0.00239555419221105
1K,firmware_current_coeffs,kaiser,kaiser,520,3,461,0.00225717944800099
1K,firmware_current_coeffs,kaiser,kaiser,520,3,462,0.00212018789821093
1K,firmware_current_coeffs,kaiser,kaiser,520,3,463,0.00198465238393087
1K,firmware_current_coeffs,kaiser,kaiser,520,3,464,0.00185064408702081
1K,firmware_current_coeffs,kaiser,kaiser,520,3,465,0.00171823248038076
1K,firmware_current_coeffs,kaiser,kaiser,520,3,466,0.0015874852801807
1K,firmware_current_coeffs,kaiser,kaiser,520,3,467,0.00145846839978064
1K,firmware_current_coeffs,kaiser,kaiser,520,3,468,0.00133124590570059
1K,firmware_current_coeffs,kaiser,kaiser,520,3,469,0.00120587997533053
1K,firmware_current_coeffs,kaiser,kaiser,520,3,470,0.00108243085670048
1K,firmware_current_coeffs,kaiser,kaiser,520,3,471,0.000960956830243422
1K,firmware_current_coeffs,kaiser,kaiser,520,3,472,0.00084151417244737
1K,firmware_current_coeffs,kaiser,kaiser,520,3,473,0.000724157121669318
1K,firmware_current_coeffs,kaiser,kaiser,520,3,474,0.000608937845926268
1K,firmware_current_coeffs,kaiser,kaiser,520,3,475,0.000495906412794218
1K,firmware_current_coeffs,kaiser,kaiser,520,3,476,0.000385110761392169
1K,firmware_current_coeffs,kaiser,kaiser,520,3,477,0.000276596676487122
1K,firmware_current_coeffs,kaiser,kaiser,520,3,478,0.000170407764727075
1K,firmware_current_coeffs,kaiser,kaiser,520,3,479,6.65854330151293e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,480,-3.48311309665153e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,481,-0.000133804976068059
1K,firmware_current_coeffs,kaiser,kaiser,520,3,482,-0.000230301402819101
1K,firmware_current_coeffs,kaiser,kaiser,520,3,483,-0.000324287976406142
1K,firmware_current_coeffs,kaiser,kaiser,520,3,484,-0.000415734537479183
1K,firmware_current_coeffs,kaiser,kaiser,520,3,485,-0.000504613210784222
1K,firmware_current_coeffs,kaiser,kaiser,520,3,486,-0.00059089841163126
1K,firmware_current_coeffs,kaiser,kaiser,520,3,487,-0.000674566850200296
1K,firmware_current_coeffs,kaiser,kaiser,520,3,488,-0.000755597533690332
1K,firmware_current_coeffs,kaiser,kaiser,520,3,489,-0.000833971766325366
1K,firmware_current_coeffs,kaiser,kaiser,520,3,490,-0.0009096731472204
1K,firmware_current_coeffs,kaiser,kaiser,520,3,491,-0.000982687566141432
1K,firmware_current_coeffs,kaiser,kaiser,520,3,492,-0.00105300319715046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,493,-0.00112061049015049
1K,firmware_current_coeffs,kaiser,kaiser,520,3,494,-0.00118550216044052
1K,firmware_current_coeffs,kaiser,kaiser,520,3,495,-0.00124767317608055
1K,firmware_current_coeffs,kaiser,kaiser,520,3,496,-0.00130712074343057
1K,firmware_current_coeffs,kaiser,kaiser,520,3,497,-0.0013638442904906
1K,firmware_current_coeffs,kaiser,kaiser,520,3,498,-0.00141784544849062
1K,firmware_current_coeffs,kaiser,kaiser,520,3,499,-0.00146912803133065
1K,firmware_current_coeffs,kaiser,kaiser,520,3,500,-0.00151769801332067
1K,firmware_current_coeffs,kaiser,kaiser,520,3,501,-0.00156356350488069
1K,firmware_current_coeffs,kaiser,kaiser,520,3,502,-0.00160673472653071
1K,firmware_current_coeffs,kaiser,kaiser,520,3,503,-0.00164722398103072
1K,firmware_current_coeffs,kaiser,kaiser,520,3,504,-0.00168504562377074
1K,firmware_current_coeffs,kaiser,kaiser,520,3,505,-0.00172021603141076
1K,firmware_current_coeffs,kaiser,kaiser,520,3,506,-0.00175275356896077
1K,firmware_current_coeffs,kaiser,kaiser,520,3,507,-0.00178267855507078
1K,firmware_current_coeffs,kaiser,kaiser,520,3,508,-0.0018100132258508
1K,firmware_current_coeffs,kaiser,kaiser,520,3,509,-0.00183478169714081
1K,firmware_current_coeffs,kaiser,kaiser,520,3,510,-0.00185700992522082
1K,firmware_current_coeffs,kaiser,kaiser,520,3,511,-0.00187672566613082
1K,firmware_current_coeffs,kaiser,kaiser,520,3,512,-0.00189395843363083
